cmc_id,symbol,name,obs_months,current_class,proposed_class,rationale,changed
3721,HPT,Huobi Pool Token,36,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
16946,MCT,Metacraft,36,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5326,ORC,Orbit Chain,36,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2830,SEELE,Seele-N,36,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
4197,SHR,ShareToken,36,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2578,TONE,TE-FOOD,36,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2298,DTR,Dynamic Trading Rights,35,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
2835,EDR,Endor Protocol,35,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3968,EUM,Elitium,35,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2336,GTC,Game.com,35,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2498,JNT,Jibrel Network,35,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
27075,MNT,Mantle,35,other,other,GRAY ZONE -- Mantle (MNT): L2 gas+governance token; same coin/token ambiguity as OP. Left other.,False
15271,RLB,Rollbit Coin,35,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2507,TKY,THEKEY,35,other,other,keep other -- identity utility token (no security-staking benefit and no governance/fee-share lock).,False
2369,XNS,Insolar,35,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3351,ZB,ZB Token,35,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
1775,ADT,adToken,34,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
25220,BITCOIN,HarryPotterObamaSonic10Inu (ERC-20),34,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1976,BMC,Blackmoon,34,other,other,keep other -- services utility token (no security-staking benefit and no governance/fee-share lock).,False
22764,HOOK,Hooked Protocol,34,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
2711,MTC,DOC.COM,34,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
2458,OCN,Odyssey,34,other,other,keep other -- platform utility token (no security-staking benefit and no governance/fee-share lock).,False
2900,PAI,Project Pai,34,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
2191,PAYX,Paypex,34,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3772,SCC,STEM CELL COIN,34,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5514,TTT,The Transfer Token,34,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
10729,UFO,UFO Gaming,34,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
7960,vXVS,Venus XVS,34,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
729,BLITZ,Blitzcash,33,other,other,keep other -- services utility token (no security-staking benefit and no governance/fee-share lock).,False
2095,BOS,BOScoin,33,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2454,BTCU,Bitcoin Unlimited,33,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
2060,CAG,Change,33,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
2482,CPC,CPChain,33,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
1153,CRB,Creditbit,33,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1677,DICE,Etheroll,33,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
7590,DVI,Dvision Network,33,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
10778,HERO,Metahero,33,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
3695,HYN,Hyperion,33,other,other,keep other -- platform utility token (no security-staking benefit and no governance/fee-share lock).,False
2209,INK,Ink,33,other,other,keep other -- identity utility token (no security-staking benefit and no governance/fee-share lock).,False
2305,NGC,NAGA,33,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
2603,NPXS,Pundi X,33,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
4200,PCX,ChainX,33,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1226,QWARK,Qwark,33,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2524,UTNP,Universa,33,other,other,keep other -- enterprise/platform token (no security-staking benefit and no governance/fee-share lock).,False
9892,YOOSHI,YooShi,33,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
3089,AVINOC,AVINOC,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5280,BLCT,Bloomzed Loyalty Club Ticket,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2248,CAPP,Cappasity,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2503,DMT,DMarket,32,other,other,keep other -- NFT-ecosystem fungible token (no security-staking benefit and no governance/fee-share lock).,False
1408,ICN,Iconomi,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3085,INO,INO COIN,32,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
1590,MER,Mercury,32,other,other,keep other -- platform utility token (no security-staking benefit and no governance/fee-share lock).,False
17520,ORBR,Orbler,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3364,PLC,PLATINCOIN,32,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
493,SDC,ShadowCash,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
468,TRK,Truckcoin,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1527,WCT,Waves Community Token,32,other,other,keep other -- enterprise/platform token (no security-staking benefit and no governance/fee-share lock).,False
920,XSD,SounDAC,32,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
23095,BONK,Bonk,31,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2392,BTO,Bottos,31,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
818,CON,PayCon,31,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2641,CPX,Apex,31,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
11877,GAL,Galxe,31,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
4761,NU,NuCypher,31,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
11823,POKT,Pocket Network,31,other,other,keep other -- DePIN/infrastructure token (no security-staking benefit and no governance/fee-share lock).,False
1708,PTOY,Patientory,31,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
10821,STARL,Starlink,31,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1861,STX,Stox,31,other,other,keep other -- prediction-market token (no security-staking benefit and no governance/fee-share lock).,False
1562,SWT,Swarm City,31,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
2149,UKG,Unikoin Gold,31,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
643,UNITY,SuperNET,31,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1636,XBY,XTRABYTES,31,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
890,8BIT,8Bit,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1771,BET,DAOBet,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1303,BRX,Breakout Stake,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2529,CAS,Cashaa,30,other,other,keep other -- platform utility token (no security-staking benefit and no governance/fee-share lock).,False
3154,DAC,Davinci Coin,30,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
2283,DAT,Datum,30,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
3657,LAMB,Lambda,30,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
5625,LYXe,LUKSO (Old),30,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
1998,ORMEUS,Ormeus Coin,30,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
3164,PMA,PumaPay,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2455,PRS,PressOne,30,other,other,keep other -- media/social token (no security-staking benefit and no governance/fee-share lock).,False
4644,QQQ,Poseidon Network,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1592,TAAS,TaaS,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2627,TPAY,TokenPay,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1737,XEL,XEL,30,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1100,CUBE,DigiCube,29,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5618,DAWN,Dawn Protocol,29,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
3914,GTN,GlitzKoin,29,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2760,LBA,Cred,29,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
4950,LCX,LCX,29,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
1454,LKK,Lykke,29,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
2287,LOC,LockTrip,29,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
13631,MANTA,Manta Network,29,other,other,"GRAY ZONE -- Manta (MANTA): hybrid L1(Atlantic)/L2(Pacific); staking on one side, rollup gas on the other. Ambiguous; left other.",False
12140,RMRK,RMRK,29,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
2400,RNT,OneRoot Network,29,other,other,keep other -- enterprise/platform token (no security-staking benefit and no governance/fee-share lock).,False
3733,S4F,S4FE,29,other,other,keep other -- enterprise/platform token (no security-staking benefit and no governance/fee-share lock).,False
3826,TOP,TOP,29,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28752,WIF,dogwifhat,29,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
28933,XAI,Xai,29,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
1109,1337,Elite,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1706,ADK,Aidos Kuneen,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2407,AIT,AICHAIN,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1249,EL,Elcoin,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1480,GOLOS,Golos,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1616,GUP,Matchpool,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
24600,MOBILE,Helium Mobile,28,other,other,keep other -- DePIN/infrastructure token (no security-staking benefit and no governance/fee-share lock).,False
2493,STK,STK,28,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
5802,XOR,SORA,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2047,ZSC,Zeusshield,28,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
29870,BOME,BOOK OF MEME,27,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
3873,BOTX,botXcoin,27,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
29743,BRETT,Brett (Based),27,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2918,BZ,BitZ Token,27,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
854,CV2,Colossuscoin V2,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2696,DAX,DAEX,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2162,DPY,Delphy,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
8438,HOGE,Hoge Finance,27,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2552,IHT,IHT Real Estate Protocol,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2497,MTN,Medicalchain,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
321,NAUT,NautilusCoin,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
76,PHS,Philosopher Stones,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2219,SPANK,SpankChain,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2309,SPHTX,SophiaTX,27,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
1073,STEPS,Steps,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3144,THR,ThoreCoin,27,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
735,VASH,VPNCoin,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1465,VRS,Veros,27,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2064,ART,Maecenas,26,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
2592,BANCA,Banca,26,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3415,BCZERO,Buggyra Coin Zero,26,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2727,BZNT,Bezant,26,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
30096,DEGEN,Degen,26,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
3116,INB,Insight Chain,26,other,other,keep other -- DePIN/compute token (no security-staking benefit and no governance/fee-share lock).,False
1481,NXC,Nexium,26,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
27178,PAAL,PAAL AI,26,other,other,keep other -- AI/agent utility token (no security-staking benefit and no governance/fee-share lock).,False
28782,POPCAT,Popcat (SOL),26,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2471,SLT,Smartlands Network,26,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2506,SWM,Swarm,26,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1588,TKS,Tokes,26,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
6957,ALBT,AllianceBlock,25,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
3966,BHD,BitcoinHD,25,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
3715,CAJ,Cajutel,25,other,other,keep other -- platform utility token (no security-staking benefit and no governance/fee-share lock).,False
1510,CCRB,CryptoCarbon,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2427,CHAT,ChatCoin,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1989,COS,COS,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2766,CPT,Cryptaur,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1963,CREDO,Credo,25,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
30933,DOG,Dog (Bitcoin),25,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2885,EGT,Egretia,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1380,LMC,LoMoCoin,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
27659,MOG,Mog Coin,25,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2595,NANJ,NANJCOIN,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28850,NOT,Notcoin,25,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
3224,QBIT,Qubitica,25,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
1423,TRIG,Triggers,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
24911,TURBO,Turbo,25,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
694,XTC,TileCoin,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
95,YBC,YbCoin,25,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2006,COB,Cobinhood,24,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
2175,DBET,DecentBet,24,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2591,DROP,Dropil,24,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2644,EOSDAC,eosDAC,24,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
29835,IO,io.net,24,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
1845,IXT,IXT,24,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
12749,NAKA,Nakamoto Games,24,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
3307,SPND,Spendcoin,24,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
335,XC,XCurrency,24,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1751,ATCC,ATC Coin,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3519,BRZE,Breezecoin,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2673,CHX,WeOwn,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2955,COSM,Cosmo Coin,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2746,GRN,GreenPower,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2459,IDH,indaHash,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2600,LGO,LGO Token,23,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
21178,MRS,Metars Genesis,23,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
3788,NET,NEXT,23,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
549,SJCX,Storjcoin X,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1873,TIX,Blocktix,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3356,TMTG,The Midas Touch Gold,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
24760,WBETH,Wrapped Beacon ETH,23,other,other,keep other -- liquid-staking derivative (Entry 8: other) (no security-staking benefit and no governance/fee-share lock).,False
5070,XTP,Tap,23,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2685,ZEBI,Zebi Token,23,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
11498,CBG,Chainbing,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5622,DMCH,Darma Cash,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
32698,DOGS,DOGS,22,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
29884,DSYNC,Destra Network,22,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
1161,FLVR,FlavorCoin,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2723,FXT,FuzeX,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
30063,GIGA,Gigachad,22,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1308,HEAT,HEAT,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
645,JINN,Jinn,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5185,KOK,KOK,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1051,MI,Xiaomicoin,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
27533,OSAK,Osaka Protocol,22,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1841,PBT,Primalbase Token,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
7206,TITAN,TitanSwap,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2215,TSL,Energo,22,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5614,ZLW,Zelwin,22,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
2033,BCO,BridgeCoin,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3066,BCV,BitCapitalVendor,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28675,COQ,Coq Inu,21,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
5313,CTCN,CONTRACOIN,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1603,DTB,Databits,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
466,HZ,Horizon,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1673,MNE,Minereum,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1902,MYB,MyBit,21,other,other,keep other -- IoT utility token (no security-staking benefit and no governance/fee-share lock).,False
32521,NEIRO,Neiro,21,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
27960,NPC,Non-Playable Coin,21,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
529,QBK,Qibuck,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
344,QORA,Qora,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2829,REPO,REPO,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1113,SCRT,SecretCoin,21,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
16463,SOS,OpenDAO,21,other,other,keep other -- services utility token (no security-staking benefit and no governance/fee-share lock).,False
2443,TNC,Trinity Network Credit,21,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
115,APC,Applecoin,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28066,BANANA,Banana Gun,20,other,other,keep other -- trading-bot token (no security-staking benefit and no governance/fee-share lock).,False
28230,BIGTIME,Big Time,20,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
1201,BTSR,BTSR,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2070,DRT,DomRaider,20,other,other,keep other -- NFT-ecosystem fungible token (no security-staking benefit and no governance/fee-share lock).,False
2573,ELEC,Electrify.Asia,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2066,EVR,Everus,20,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
20787,FLZ,Fellaz,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
779,GEMZ,GetGems,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
33440,GOAT,Goatseus Maximus,20,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1276,ICOO,ICO OpenLedger,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
